# https://api.eosnetworkmonitor.io and whois results
# EOS
IP Address|Port|ASN|BGP Prefix|CC|Registry|Allocated|AS Name
13.233.234.31|9876|16509|13.232.0.0/14|US|arin|2016-08-09|AMAZON-02, US
13.55.27.79|9876|16509|13.54.0.0/15|US|arin|2016-08-09|AMAZON-02, US
13.58.70.13|9876|16509|13.58.0.0/15|US|arin|2016-08-09|AMAZON-02, US
13.71.186.50|9800|8075|13.64.0.0/11|US|arin|2015-03-26|MICROSOFT-CORP-MSN-AS-BLOCK, US
13.78.33.36|9876|8075|13.64.0.0/11|US|arin|2015-03-26|MICROSOFT-CORP-MSN-AS-BLOCK, US
130.211.59.178|9876|15169|130.211.0.0/16|US|arin|2014-05-12|GOOGLE, US
134.209.67.1|13975|14061|134.209.64.0/20|US|arin|2018-10-18|DIGITALOCEAN-ASN, US
136.243.90.53|9876|24940|136.243.0.0/16|DE|ripencc|2004-04-14|HETZNER-AS, DE
138.201.247.130|12000|24940|138.201.0.0/16|DE|ripencc|1990-05-23|HETZNER-AS, DE
138.68.117.66|9876|14061|138.68.116.0/22|US|arin|2016-01-26|DIGITALOCEAN-ASN, US
139.99.234.125|9876|16276|139.99.128.0/17|CA|arin|2016-09-09|OVH, FR
142.44.245.249|9876|16276|142.44.128.0/17|CA|arin|2017-06-21|OVH, FR
145.239.150.200|49876|16276|145.239.0.0/16|FR|ripencc|1993-08-03|OVH, FR
145.239.255.224|19876|16276|145.239.0.0/16|FR|ripencc|1993-08-03|OVH, FR
145.239.7.222|9876|16276|145.239.0.0/16|FR|ripencc|1993-08-03|OVH, FR
148.251.183.205|9876|24940|148.251.0.0/16|DE|ripencc|1993-09-01|HETZNER-AS, DE
148.59.149.144|9876|396477|148.59.149.0/24|CA|arin|2017-08-01|DNSNETWORKS, CA
149.129.80.148|9800|45102|149.129.64.0/19|SG|apnic|1991-04-12|CNNIC-ALIBABA-US-NET-AP Alibaba (US) Technology Co., Ltd., CN
149.81.166.132|3018|36351|149.81.128.0/18|US|ripencc|1992-01-28|SOFTLAYER, US
15.164.168.233|9876|16509|15.164.0.0/15|US|arin|2018-09-27|AMAZON-02, US
150.109.105.6|6789|132203|150.109.104.0/23|SG|apnic|1991-06-04|TENCENT-NET-AP-CN Tencent Building, Kejizhongyi Avenue, CN
156.19.60.178|9876|20115|156.19.0.0/18|US|arin|2017-06-26|CHARTER-20115, US
159.89.197.162|19876|14061|159.89.192.0/20|US|arin|2017-07-07|DIGITALOCEAN-ASN, US
161.117.71.192|9876|45102|161.117.0.0/17|SG|apnic|1992-07-09|CNNIC-ALIBABA-US-NET-AP Alibaba (US) Technology Co., Ltd., CN
167.99.12.191|9876|14061|167.99.0.0/20|US|arin|2017-11-10|DIGITALOCEAN-ASN, US
170.33.27.142|443|134963|170.33.24.0/21|SG|apnic|1994-02-03|ASEPL-AS-AP Alibaba.com Singapore E-Commerce Private Limited, SG
172.105.65.154|39876|63949|172.105.64.0/19|US|arin|2015-06-19|LINODE-AP Linode, LLC, US
172.67.186.217|9876|13335|172.67.176.0/20|US|arin|2015-02-25|CLOUDFLARENET, US
172.67.201.174|88|13335|172.67.192.0/20|US|arin|2015-02-25|CLOUDFLARENET, US
172.67.211.159|445|13335|172.67.208.0/20|US|arin|2015-02-25|CLOUDFLARENET, US
172.67.218.73|9877|13335|172.67.208.0/20|US|arin|2015-02-25|CLOUDFLARENET, US
172.67.70.203|443|13335|172.67.64.0/20|US|arin|2015-02-25|CLOUDFLARENET, US
173.249.13.77|25000|51167|173.249.12.0/23|DE|ripencc|2010-05-26|CONTABO, DE
173.249.44.210|9876|51167|173.249.44.0/23|DE|ripencc|2010-05-26|CONTABO, DE
175.100.28.199|8980|38623|175.100.28.0/23|KH|apnic|2009-12-18|VIETTELCAMBODIA-AS-AP ISP/IXP IN CAMBODIA WITH THE BEST VERVICE IN THERE., KH
176.114.8.156|9876|56485|176.114.8.0/22|UA|ripencc|2012-04-10|THEHOST-AS, UA
178.195.206.195|9876|3303|178.194.0.0/15|CH|ripencc|2010-02-24|SWISSCOM Swisscom (Switzerland) Ltd, CH
185.107.56.57|9870|43350|185.107.56.0/22|NL|ripencc|2015-07-03|NFORCE, NL
185.253.188.1|19876|62182|185.253.188.0/24|HR|ripencc|2018-04-05|BARRAGE, HR
185.53.177.13|9800|61969|185.53.176.0/22|DE|ripencc|2014-04-11|TEAMINTERNET-AS, DE
187.0.217.69|9876|26592|187.0.208.0/20|BR|lacnic|2008-10-31|EQUINIX BRASIL, BR
188.40.217.75|9876|24940|188.40.0.0/16|DE|ripencc|2009-04-23|HETZNER-AS, DE
192.168.100.88|9886|NA|NA||other||NA
193.135.9.242|9876|31400|193.135.8.0/22|DE|ripencc|2018-11-27|ACCELERATED-IT, DE
193.70.13.102|9393|16276|193.70.0.0/17|FR|ripencc|1993-09-01|OVH, FR
195.201.60.252|9876|24940|195.201.0.0/16|DE|ripencc|1997-09-22|HETZNER-AS, DE
200.122.181.76|5418|3790|200.122.160.0/19|CR|lacnic|2006-01-24|RADIOGRAFICA COSTARRICENSE, CR
204.238.143.204|9876|NA|NA|US|arin|2018-05-04|NA
206.81.31.10|9876|14061|206.81.16.0/20|US|arin|1995-08-11|DIGITALOCEAN-ASN, US
210.13.127.73|59876|9929|210.13.112.0/20|CN|apnic|2001-07-20|CUII CHINA UNICOM Industrial Internet Backbone, CN
212.89.8.87|9876|12946|212.89.0.0/19|ES|ripencc|1998-11-04|TELECABLE Spain, ES
213.136.75.189|9076|51167|213.136.74.0/23|DE|ripencc|2000-02-28|CONTABO, DE
216.21.12.204|9876|53334|216.21.12.0/24|US|arin|2015-05-21|TUT-AS, US
217.182.74.186|9876|16276|217.182.0.0/16|FR|ripencc|2001-03-02|OVH, FR
220.230.125.218|9876|23576|220.230.120.0/21|KR|apnic|2005-04-21|NHN-AS-KR NBP, KR
3.113.139.0|9876|16509|3.112.0.0/14|US|arin|2017-12-20|AMAZON-02, US
3.12.202.18|9876|16509|3.12.0.0/16|US|arin|2017-12-20|AMAZON-02, US
3.134.22.63|9876|16509|3.132.0.0/14|US|arin|2018-06-25|AMAZON-02, US
3.138.72.189|9876|16509|3.136.0.0/13|US|arin|2018-06-25|AMAZON-02, US
3.223.115.185|9876|14618|3.208.0.0/12|US|arin|2018-06-25|AMAZON-AES, US
34.225.253.88|9876|14618|34.224.0.0/12|US|arin|2016-09-12|AMAZON-AES, US
34.247.130.132|9876|16509|34.240.0.0/13|US|arin|2016-09-12|AMAZON-02, US
34.247.27.60|5556|16509|34.240.0.0/13|US|arin|2016-09-12|AMAZON-02, US
35.183.238.80|9876|16509|35.182.0.0/15|US|arin|2016-08-09|AMAZON-02, US
35.184.44.144|9000|15169|35.184.32.0/19|US|arin|2016-10-11|GOOGLE, US
35.197.245.10|9876|15169|35.196.0.0/15|US|arin|2017-03-21|GOOGLE, US
35.198.180.183|6987|15169|35.198.0.0/16|US|arin|2017-03-21|GOOGLE, US
35.201.121.11|443|15169|35.200.0.0/14|US|arin|2017-03-21|GOOGLE, US
35.221.69.87|9876|15169|35.220.0.0/14|US|arin|2017-09-29|GOOGLE, US
35.229.152.28|9876|15169|35.228.0.0/14|US|arin|2017-09-29|GOOGLE, US
35.230.20.105|9876|15169|35.228.0.0/14|US|arin|2017-09-29|GOOGLE, US
35.241.70.122|8080|15169|35.240.0.0/14|US|arin|2017-09-29|GOOGLE, US
37.187.37.110|9876|16276|37.187.0.0/16|FR|ripencc|2012-03-20|OVH, FR
37.193.65.42|9876|31200|37.193.0.0/16|RU|ripencc|2012-03-21|NTK IPv6 customers, RU
41.161.77.157|9877|36937|41.160.0.0/14|MU|afrinic|2007-02-22|Neotel-AS, ZA
46.4.116.196|19877|24940|46.4.0.0/16|DE|ripencc|2010-08-19|HETZNER-AS, DE
47.104.169.45|9876|37963|47.104.0.0/16|CN|apnic|1989-01-06|CNNIC-ALIBABA-CN-NET-AP Hangzhou Alibaba Advertising Co.,Ltd., CN
47.105.190.128|9376|37963|47.105.0.0/16|CN|apnic|1989-01-06|CNNIC-ALIBABA-CN-NET-AP Hangzhou Alibaba Advertising Co.,Ltd., CN
47.106.74.21|9877|37963|47.106.0.0/16|CN|apnic|1989-01-06|CNNIC-ALIBABA-CN-NET-AP Hangzhou Alibaba Advertising Co.,Ltd., CN
47.112.221.62|18181|37963|47.112.0.0/16|CN|apnic|1989-01-06|CNNIC-ALIBABA-CN-NET-AP Hangzhou Alibaba Advertising Co.,Ltd., CN
47.240.227.126|8080|45102|47.240.128.0/17|US|arin|2016-04-15|CNNIC-ALIBABA-US-NET-AP Alibaba (US) Technology Co., Ltd., CN
47.240.49.4|9800|45102|47.240.0.0/17|US|arin|2016-04-15|CNNIC-ALIBABA-US-NET-AP Alibaba (US) Technology Co., Ltd., CN
47.240.65.163|9800|45102|47.240.0.0/17|US|arin|2016-04-15|CNNIC-ALIBABA-US-NET-AP Alibaba (US) Technology Co., Ltd., CN
47.240.67.114|9876|45102|47.240.0.0/17|US|arin|2016-04-15|CNNIC-ALIBABA-US-NET-AP Alibaba (US) Technology Co., Ltd., CN
47.52.128.248|9800|45102|47.52.128.0/17|US|arin|2016-03-17|CNNIC-ALIBABA-US-NET-AP Alibaba (US) Technology Co., Ltd., CN
47.56.121.233|18181|45102|47.56.0.0/16|US|arin|2016-03-17|CNNIC-ALIBABA-US-NET-AP Alibaba (US) Technology Co., Ltd., CN
47.75.143.59|9876|45102|47.75.128.0/17|US|arin|2016-03-17|CNNIC-ALIBABA-US-NET-AP Alibaba (US) Technology Co., Ltd., CN
47.75.70.208|9376|45102|47.75.0.0/17|US|arin|2016-03-17|CNNIC-ALIBABA-US-NET-AP Alibaba (US) Technology Co., Ltd., CN
47.88.63.76|19876|45102|47.88.60.0/22|US|arin|2015-05-18|CNNIC-ALIBABA-US-NET-AP Alibaba (US) Technology Co., Ltd., CN
47.88.84.51|10010|45102|47.88.84.0/23|US|arin|2015-05-18|CNNIC-ALIBABA-US-NET-AP Alibaba (US) Technology Co., Ltd., CN
47.91.202.66|10010|45102|47.91.192.0/18|US|arin|2015-05-18|CNNIC-ALIBABA-US-NET-AP Alibaba (US) Technology Co., Ltd., CN
47.91.205.63|10010|45102|47.91.192.0/18|US|arin|2015-05-18|CNNIC-ALIBABA-US-NET-AP Alibaba (US) Technology Co., Ltd., CN
47.91.245.50|9876|45102|47.91.192.0/18|US|arin|2015-05-18|CNNIC-ALIBABA-US-NET-AP Alibaba (US) Technology Co., Ltd., CN
47.96.240.239|9876|37963|47.96.0.0/15|CN|apnic|1989-01-06|CNNIC-ALIBABA-CN-NET-AP Hangzhou Alibaba Advertising Co.,Ltd., CN
51.222.8.194|9876|16276|51.222.0.0/16|CA|arin|2020-03-31|OVH, FR
51.38.86.48|9876|16276|51.38.0.0/16|FR|ripencc|1993-09-01|OVH, FR
51.75.61.91|9876|16276|51.75.0.0/16|FR|ripencc|1993-09-01|OVH, FR
51.79.83.177|9876|16276|51.79.0.0/17|CA|arin|2019-01-10|OVH, FR
51.83.140.117|9876|16276|51.83.0.0/16|FR|ripencc|1993-09-01|OVH, FR
51.91.72.22|9876|16276|51.91.0.0/16|FR|ripencc|1993-09-01|OVH, FR
52.175.206.165|9876|8075|52.160.0.0/11|US|arin|2015-11-24|MICROSOFT-CORP-MSN-AS-BLOCK, US
52.196.126.2|8333|16509|52.196.0.0/14|US|arin|2015-09-02|AMAZON-02, US
52.57.202.113|9876|16509|52.57.0.0/16|US|arin|2015-09-02|AMAZON-02, US
52.68.64.42|18181|16509|52.68.0.0/15|US|arin|1991-12-19|AMAZON-02, US
52.69.127.155|9876|16509|52.68.0.0/15|US|arin|1991-12-19|AMAZON-02, US
52.69.33.145|9876|16509|52.68.0.0/15|US|arin|1991-12-19|AMAZON-02, US
54.178.178.80|8080|16509|54.178.128.0/17|US|arin|2013-11-25|AMAZON-02, US
54.180.42.123|9876|16509|54.180.0.0/15|US|arin|2013-11-25|AMAZON-02, US
54.254.162.219|9876|16509|54.254.128.0/17|US|arin|2011-12-09|AMAZON-02, US
54.37.17.45|9876|16276|54.37.0.0/16|FR|ripencc|1992-03-17|OVH, FR
54.65.212.48|9876|16509|54.64.0.0/15|US|arin|2014-06-20|AMAZON-02, US
77.109.149.5|9876|13030|77.109.128.0/19|CH|ripencc|2007-01-19|INIT7, CH
77.109.149.6|9876|13030|77.109.128.0/19|CH|ripencc|2007-01-19|INIT7, CH
78.46.23.214|9876|24940|78.46.0.0/15|DE|ripencc|2007-04-16|HETZNER-AS, DE
81.26.240.213|9876|2119|81.26.224.0/19|SE|ripencc|2002-10-18|TELENOR-NEXTEL Telenor Norge AS, NO
91.195.240.94|9876|47846|91.195.240.0/23|DE|ripencc|2007-10-25|SEDO-AS, DE
94.130.161.135|9876|24940|94.130.0.0/16|DE|ripencc|2008-06-23|HETZNER-AS, DE
95.216.102.250|9876|24940|95.216.0.0/16|DE|ripencc|2009-02-24|HETZNER-AS, DE
95.216.224.174|5222|24940|95.216.0.0/16|DE|ripencc|2009-02-24|HETZNER-AS, DE
95.216.28.37|9876|24940|95.216.0.0/16|DE|ripencc|2009-02-24|HETZNER-AS, DE
95.216.8.243|9876|24940|95.216.0.0/16|DE|ripencc|2009-02-24|HETZNER-AS, DE
95.216.81.51|3571|24940|95.216.0.0/16|DE|ripencc|2009-02-24|HETZNER-AS, DE
95.217.42.35|9876|24940|95.217.0.0/16|DE|ripencc|2009-02-24|HETZNER-AS, DE
95.217.58.117|9876|24940|95.217.0.0/16|DE|ripencc|2009-02-24|HETZNER-AS, DE
95.217.62.85|7002|24940|95.217.0.0/16|DE|ripencc|2009-02-24|HETZNER-AS, DE
95.217.69.246|3571|24940|95.217.0.0/16|DE|ripencc|2009-02-24|HETZNER-AS, DE
