# https://blockchair.com/ and whois results
# Bitcoin
IP Address|Port|Version|ASN|BGP Prefix|CC|Registry|Allocated|AS Name
1.172.102.155|8333|/Satoshi:0.18.1/|3462|1.172.0.0/16|TW|apnic|2010-05-05|HINET Data Communication Business Group, TW
1.215.199.250|8333|/Satoshi:0.20.0/|3786|1.208.0.0/12|KR|apnic|2010-06-11|LGDACOM LG DACOM Corporation, KR
1.234.82.86|20000|/Satoshi:0.15.1/|9318|1.232.0.0/13|KR|apnic|2010-07-19|SKB-AS SK Broadband Co Ltd, KR
1.255.226.167|8333|/Satoshi:0.17.0/|9318|1.248.0.0/13|KR|apnic|2010-07-19|SKB-AS SK Broadband Co Ltd, KR
1.255.226.239|21000|/Satoshi:0.15.1/|9318|1.248.0.0/13|KR|apnic|2010-07-19|SKB-AS SK Broadband Co Ltd, KR
1.255.57.150|8333|/Satoshi:0.16.0/|23576|1.255.56.0/23|KR|apnic|2010-07-19|NHN-AS-KR NBP, KR
100.1.7.228|8333|/Satoshi:0.19.1/|701|100.1.0.0/16|US|arin|2010-12-28|UUNET, US
100.11.101.157|8333|/Satoshi:0.18.0/|701|100.11.0.0/16|US|arin|2010-12-28|UUNET, US
100.14.204.60|8333|/Satoshi:0.17.0.1/|701|100.14.0.0/16|US|arin|2010-12-28|UUNET, US
100.15.108.31|8333|/Satoshi:0.18.1/|701|100.15.0.0/16|US|arin|2010-12-28|UUNET, US
100.15.242.44|8333|/Satoshi:0.19.1/|701|100.15.0.0/16|US|arin|2010-12-28|UUNET, US
100.15.70.154|8333|/Satoshi:0.19.0.1/|701|100.15.0.0/16|US|arin|2010-12-28|UUNET, US
100.18.29.204|8333|/Satoshi:0.19.0.1/|701|100.18.0.0/16|US|arin|2010-12-28|UUNET, US
100.18.53.24|8333|/Satoshi:0.18.0/|701|100.18.0.0/16|US|arin|2010-12-28|UUNET, US
100.2.243.233|8333|/Satoshi:0.17.0/|701|100.2.0.0/16|US|arin|2010-12-28|UUNET, US
100.20.110.240|8333|/Satoshi:0.18.0/|16509|100.20.0.0/14|US|arin|2018-01-10|AMAZON-02, US
