# https://blockchair.com/ and whois results
# Bitcoin Cash
IP Address|Port|Version|ASN|BGP Prefix|CC|Registry|Allocated|AS Name
100.11.132.241|8333|/Bitcoin Cash Node:0.21.0(EB32.0)/|701|100.11.0.0/16|US|arin|2010-12-28|UUNET, US
101.133.208.181|8333|/Bitcoin Cash Node:0.21.2(EB32.0)/|37963|101.133.0.0/16|CN|apnic|2010-12-16|CNNIC-ALIBABA-CN-NET-AP Hangzhou Alibaba Advertising Co.,Ltd., CN
101.133.212.85|8333|/Bitcoin Cash Node:0.21.2(EB32.0)/|37963|101.133.0.0/16|CN|apnic|2010-12-16|CNNIC-ALIBABA-CN-NET-AP Hangzhou Alibaba Advertising Co.,Ltd., CN
101.201.69.70|8333|/Bitcoin ABC:0.20.6(EB32.0)/|37963|101.201.0.0/16|CN|apnic|2011-01-24|CNNIC-ALIBABA-CN-NET-AP Hangzhou Alibaba Advertising Co.,Ltd., CN
103.117.144.242|8333|/Bitcoin ABC:0.21.2(EB32.0)/|45753|103.117.144.0/24|HK|apnic|2018-06-27|NETSEC-HK NETSEC, HK
103.230.185.4|8333|/Bitcoin ABC:0.20.5(EB32.0)/|135039|103.230.184.0/22|AU|apnic|2014-05-02|CVCPL-AS-AP Code Valley Corp Pty Ltd, AU
103.230.187.2|8333|/Bitcoin ABC:0.20.5(EB32.0)/|135039|103.230.184.0/22|AU|apnic|2014-05-02|CVCPL-AS-AP Code Valley Corp Pty Ltd, AU
104.131.123.165|8333|/BUCash:1.7.0(EB32; AD12; 64bit)/|14061|104.131.64.0/18|US|arin|2014-06-02|DIGITALOCEAN-ASN, US
104.131.51.67|8333|/BUCash:1.7.0(EB32; AD12; 64bit)/|14061|104.131.0.0/18|US|arin|2014-06-02|DIGITALOCEAN-ASN, US
104.207.138.186|8333|/BUCash:1.7.0(EB32; AD12; 64bit)/|20473|104.207.136.0/21|US|arin|2014-10-01|AS-CHOOPA, US
104.207.144.58|8333|/BUCash:1.7.0(EB32; AD12; 64bit)/|20473|104.207.144.0/22|US|arin|2014-10-01|AS-CHOOPA, US
104.207.148.182|8333|/BCH Unlimited:1.8.0(EB32; AD12; 64bit)/|20473|104.207.148.0/22|US|arin|2014-10-01|AS-CHOOPA, US
104.207.149.127|8333|/BUCash:1.7.0(EB32; AD12; 64bit)/|20473|104.207.148.0/22|US|arin|2014-10-01|AS-CHOOPA, US
104.207.151.99|8333|/BUCash:1.7.0(EB32; AD12; 64bit)/|20473|104.207.148.0/22|US|arin|2014-10-01|AS-CHOOPA, US
104.236.161.94|8333|/BUCash:1.7.0(EB32; AD12; 64bit)/|14061|104.236.128.0/18|US|arin|2014-10-28|DIGITALOCEAN-ASN, US
104.236.223.146|8333|/BUCash:1.7.0(EB32; AD12; 64bit)/|14061|104.236.192.0/18|US|arin|2014-10-28|DIGITALOCEAN-ASN, US
104.236.253.31|8333|/BUCash:1.7.0(EB32; AD12; 64bit)/|14061|104.236.192.0/18|US|arin|2014-10-28|DIGITALOCEAN-ASN, US
104.236.47.151|8333|/BUCash:1.7.0(EB32; AD12; 64bit)/|14061|104.236.0.0/18|US|arin|2014-10-28|DIGITALOCEAN-ASN, US
104.237.145.103|8333|/BCH Unlimited:1.8.0(EB32; AD12; 64bit)/|63949|104.237.144.0/21|US|arin|2014-11-13|LINODE-AP Linode, LLC, US
104.238.131.116|8333|/Bitcoin Cash Node:0.21.1(EB32.0)/|20473|104.238.128.0/21|US|arin|2014-11-13|AS-CHOOPA, US
104.238.147.100|8333|/BUCash:1.7.0(EB32; AD12; 64bit)/|20473|104.238.144.0/22|US|arin|2014-11-13|AS-CHOOPA, US
104.238.156.100|8333|/BUCash:1.7.0(EB32; AD12; 64bit)/|20473|104.238.156.0/23|US|arin|2014-11-13|AS-CHOOPA, US
104.238.158.179|8333|/BUCash:1.7.0(EB32; AD12; 64bit)/|20473|104.238.158.0/23|US|arin|2014-11-13|AS-CHOOPA, US
