# https://check.torproject.org/cgi-bin/TorBulkExitList.py?ip=1.1.1.1 and whois results
IP Address|ASN|BGP Prefix|CC|Registry|Allocated|AS Name
101.99.90.171|45839|101.99.90.0/24|MY|apnic|2011-03-15|SHINJIRU-MY-AS-AP Shinjiru Technology Sdn Bhd, MY
103.208.220.122|46562|103.208.220.0/23|JP|apnic|2016-02-10|PERFORMIVE, US
103.208.220.226|46562|103.208.220.0/23|JP|apnic|2016-02-10|PERFORMIVE, US
103.212.69.114|55720|103.212.69.0/24|MY|apnic|2016-03-29|GIGABIT-MY Gigabit Hosting Sdn Bhd, MY
103.228.53.155|55720|103.228.53.0/24|MY|apnic|2014-03-24|GIGABIT-MY Gigabit Hosting Sdn Bhd, MY
103.234.220.195|9381|103.234.220.0/24|HK|apnic|2014-06-25|HKBNES-AS-AP HKBN Enterprise Solutions HK Limited, HK
103.234.220.197|9381|103.234.220.0/24|HK|apnic|2014-06-25|HKBNES-AS-AP HKBN Enterprise Solutions HK Limited, HK
103.236.201.110|136052|103.236.201.0/24|ID|apnic|2015-09-01|IDNIC-IDCLOUDHOST-AS-ID PT Cloud Hosting Indonesia, ID
103.236.201.88|136052|103.236.201.0/24|ID|apnic|2015-09-01|IDNIC-IDCLOUDHOST-AS-ID PT Cloud Hosting Indonesia, ID
103.249.28.195|45382|103.249.28.0/24|KR|apnic|2013-05-29|EHOSTIDC-AS-KR EHOSTICT, KR
103.253.41.111|133398|103.253.41.0/24|HK|apnic|2013-11-11|TELE-AS Tele Asia Limited, HK
103.253.41.98|133398|103.253.41.0/24|HK|apnic|2013-11-11|TELE-AS Tele Asia Limited, HK
103.28.52.93|136052|103.28.52.0/24|ID|apnic|2015-11-17|IDNIC-IDCLOUDHOST-AS-ID PT Cloud Hosting Indonesia, ID
103.28.53.138|136052|103.28.53.0/24|ID|apnic|2015-11-17|IDNIC-IDCLOUDHOST-AS-ID PT Cloud Hosting Indonesia, ID
103.35.74.74|134520|103.35.74.0/24|HK|apnic|2015-08-14|GIGSGIGSCLOUD-AS-AP GigsGigs Network Services, HK
103.75.190.11|55720|103.75.190.0/24|MY|apnic|2016-09-21|GIGABIT-MY Gigabit Hosting Sdn Bhd, MY
104.149.141.66|40676|104.149.0.0/16|US|arin|2014-07-01|AS40676, US
104.196.43.128|15169|104.196.32.0/19|US|arin|2014-08-27|GOOGLE, US
104.200.20.46|63949|104.200.16.0/21|US|arin|2014-09-26|LINODE-AP Linode, LLC, US
104.218.63.119|53356|104.218.63.0/24|CA|arin|2014-10-02|FREE RANGE CLOUD, CA
104.244.72.115|53667|104.244.72.0/24|US|arin|2014-11-10|PONYNET, US
104.244.72.152|53667|104.244.72.0/24|US|arin|2014-11-10|PONYNET, US
104.244.72.168|53667|104.244.72.0/24|US|arin|2014-11-10|PONYNET, US
104.244.72.239|53667|104.244.72.0/24|US|arin|2014-11-10|PONYNET, US
104.244.72.246|53667|104.244.72.0/24|US|arin|2014-11-10|PONYNET, US
104.244.72.94|53667|104.244.72.0/24|US|arin|2014-11-10|PONYNET, US
104.244.72.99|53667|104.244.72.0/24|US|arin|2014-11-10|PONYNET, US
104.244.73.126|53667|104.244.73.0/24|US|arin|2014-11-10|PONYNET, US
104.244.73.13|53667|104.244.73.0/24|US|arin|2014-11-10|PONYNET, US
104.244.73.193|53667|104.244.73.0/24|US|arin|2014-11-10|PONYNET, US
104.244.73.205|53667|104.244.73.0/24|US|arin|2014-11-10|PONYNET, US
104.244.73.43|53667|104.244.73.0/24|US|arin|2014-11-10|PONYNET, US
104.244.73.46|53667|104.244.73.0/24|US|arin|2014-11-10|PONYNET, US
104.244.73.85|53667|104.244.73.0/24|US|arin|2014-11-10|PONYNET, US
104.244.73.93|53667|104.244.73.0/24|US|arin|2014-11-10|PONYNET, US
104.244.74.121|53667|104.244.74.0/24|US|arin|2014-11-10|PONYNET, US
104.244.74.211|53667|104.244.74.0/24|US|arin|2014-11-10|PONYNET, US
104.244.74.28|53667|104.244.74.0/24|US|arin|2014-11-10|PONYNET, US
