# https://www.dan.me.uk/torlist/ and whois results
IP Address|ASN|BGP Prefix|CC|Registry|Allocated|AS Name
1.171.32.113|3462|1.171.0.0/16|TW|apnic|2010-05-05|HINET Data Communication Business Group, TW
1.43.247.217|4804|1.43.0.0/16|AU|apnic|2010-05-24|MPX-AS Microplex PTY LTD, AU
1.9.116.33|4788|1.9.0.0/16|MY|apnic|2010-06-10|TMNET-AS-AP TM Net, Internet Service Provider, MY
100.14.156.2|701|100.14.0.0/16|US|arin|2010-12-28|UUNET, US
100.15.249.55|701|100.15.0.0/16|US|arin|2010-12-28|UUNET, US
100.18.5.33|701|100.18.0.0/16|US|arin|2010-12-28|UUNET, US
100.2.182.112|701|100.2.0.0/16|US|arin|2010-12-28|UUNET, US
100.33.64.89|701|100.33.0.0/16|US|arin|2010-12-28|UUNET, US
100.8.164.39|701|100.8.0.0/16|US|arin|2010-12-28|UUNET, US
100.8.248.128|701|100.8.0.0/16|US|arin|2010-12-28|UUNET, US
101.100.144.174|133579|101.100.144.0/24|NZ|apnic|2010-12-22|MYREPNZ-AS-AP MYREPUBLIC LIMITED, NZ
101.55.125.10|55592|101.55.125.0/24|KR|apnic|2011-02-10|KDT-AS-KR Korea Data Telecommunication Co., Ltd., KR
102.130.112.81|37153|102.130.112.0/24|ZA|afrinic|2018-09-19|xneelo, ZA
102.37.1.72|8075|102.37.0.0/16|ZA|afrinic|2019-06-07|MICROSOFT-CORP-MSN-AS-BLOCK, US
102.37.10.202|8075|102.37.0.0/16|ZA|afrinic|2019-06-07|MICROSOFT-CORP-MSN-AS-BLOCK, US
102.37.12.136|8075|102.37.0.0/16|ZA|afrinic|2019-06-07|MICROSOFT-CORP-MSN-AS-BLOCK, US
102.37.13.111|8075|102.37.0.0/16|ZA|afrinic|2019-06-07|MICROSOFT-CORP-MSN-AS-BLOCK, US
102.37.15.222|8075|102.37.0.0/16|ZA|afrinic|2019-06-07|MICROSOFT-CORP-MSN-AS-BLOCK, US
103.1.187.160|133159|103.1.184.0/22|AU|apnic|2011-04-19|MAMMOTHMEDIA-AS-AP Mammoth Media Pty Ltd, AU
103.102.46.57|38001|103.102.46.0/24|GI|apnic|2017-10-11|NEWMEDIAEXPRESS-AS-AP NewMedia Express Pte Ltd, SG
103.104.244.25|133752|103.104.244.0/24|NL|apnic|2017-12-01|LEASEWEB-APAC-HKG-10 Leaseweb Asia Pacific pte. ltd., HK
103.104.244.76|133752|103.104.244.0/24|NL|apnic|2017-12-01|LEASEWEB-APAC-HKG-10 Leaseweb Asia Pacific pte. ltd., HK
103.119.112.78|174|103.119.112.0/24|SG|apnic|2018-07-20|COGENT-174, US
103.136.43.183|44812|103.136.43.0/24|IN|apnic|2019-03-05|IPSERVER-RU-NET Fiord, RU
103.16.26.194|132597|103.16.26.0/23|HK|apnic|2013-01-31|SERVERWORKS-AS Hong Kong Serverworks Limited, HK
103.199.161.166|58969|103.199.160.0/22|IN|apnic|2015-10-27|KCCL-AS Kerala Communicators Cable Limited, IN
